latitude,longitude,sn,no,ccmaName,ccbaMnm1,ccbaMnm2,ccbaCtcdNm,ccsiName,ccbaAdmin,ccbaKdcd,ccbaCtcd,ccbaAsno,ccbaCncl,ccbaCpno,regDt
35.1046988,129.0193361,1,199,국보,심지백 개국원종공신녹권,沈之伯 開國原從功臣錄券,부산,서구,동아대학교박물관,11,21,0000690000000,N,1112100690000,2025-06-26 18:46:08
35.1906,129.0529875,2,200,국보,조선왕조실록 태백산사고본,朝鮮王朝實錄 太白山史庫本,부산,연제구,국가기록원 역사기록관,11,21,0001510000200,N,1112101510200,2025-06-26 18:46:08
35.1295217022496,129.09414818121,3,201,국보,금동보살입상(1979),金銅菩薩立像(1979),부산,남구,부산시립박물관,11,21,0002000000000,N,1112102000000,2025-06-26 18:46:08
0,0,4,16778,국보,산청 석남암사지 석조비로자나불좌상 활석사리호,山淸 石南巖寺址 石造毘盧遮那佛坐像 滑石舍利壺,부산,남구,부산시립박물관,11,21,0002330000200,N,1112102330000,2026-05-19 10:55:03
0,0,5,15326,국보,동궐도(1995),東闕圖(1995),부산,서구,동아대학교박물관,11,21,0002490000200,N,1112102490200,2025-06-26 18:02:47
0,0,6,165,국보,청자 음각연화문 유개매병,靑磁 陰刻蓮花文 有蓋梅甁,부산,금정구,현＊＊＊,11,21,0002540000000,N,1111102540000,2025-06-26 18:04:03
0,0,7,176,국보,백자 청화산수화조문 항아리,白磁 靑畵山水花鳥文 立壺,부산,해운대구,진＊＊＊,11,21,0002630000000,N,1111102630000,2026-01-15 11:25:04
0,0,8,20076,국보,삼국유사 권4~5,三國遺事 卷四~五,부산,금정구,대한불교조계종 범어사,11,21,0003060000400,N,1112103060400,2025-06-26 18:02:50
35.2840296177467,129.068414124906,9,1122,보물,부산 범어사 삼층석탑,釜山 梵魚寺 三層石塔,부산,금정구,범어사,12,21,0002500000000,N,1122102500000,2026-01-26 15:55:06
35.1216423,129.0201433,10,1123,보물,감지은니 묘법연화경 권3,紺紙銀泥 妙法蓮華經 卷三,부산,서구,동아대학교박물관,12,21,0002690000300,N,1122102690300,2025-06-26 18:46:15
35.2839341358245,129.068144199838,11,1125,보물,부산 범어사 대웅전,釜山 梵魚寺 大雄殿,부산,금정구,범어사,12,21,0004340000000,N,1122104340000,2026-01-27 09:25:09
35.1046988,129.0193361,12,1126,보물,안중근의사 유묵 - 견리사의견위수명,安重根義士 遺墨 - 見利思義見危授命,부산,서구,동아대학교박물관,12,21,0005690000600,N,1122105690600,2025-06-26 18:04:05
0,0,13,1127,보물,안중근의사 유묵 - 고막고어자시,安重根義士 遺墨 - 孤莫孤於自恃,부산,동구,신＊＊＊,12,21,0005690001600,N,1122105691600,2025-06-26 18:04:05
0,0,14,540,보물,박만정 해서암행일기,朴萬鼎 海西暗行日記,부산,해운대구,진＊＊＊,12,21,0005740000000,N,1121105740000,2026-03-16 11:25:02
0,0,15,552,보물,허목 전서 애군우국,許穆 篆書 愛君憂國,부산,남구,남＊＊＊,12,21,0005920000300,N,1121105920301,2025-06-26 18:46:11
35.1046988,129.0193361,16,1128,보물,자수 초충도 병풍,刺繡 草蟲圖 屛風,부산,서구,동아대학교박물관,12,21,0005950000000,N,1122105950000,2025-06-26 18:46:13
35.1046988,129.0193361,17,1130,보물,토기 융기문 발,土器 隆起文 鉢,부산,서구,동아대학교박물관,12,21,0005970000000,N,1122105970000,2025-06-26 18:46:12
35.1046988,129.0193361,18,1131,보물,도기 말머리장식 뿔잔,陶器 馬頭飾 角杯,부산,서구,국립김해박물관,12,21,0005980000000,N,1122105980000,2025-06-26 18:46:11
35.1046988,129.0193361,19,1132,보물,쌍자총통,雙字銃筒,부산,서구,동아대학교박물관,12,21,0005990000000,N,1122105990000,2025-06-26 18:46:13
0,0,20,632,보물,묘법연화경 권7(1981-1),妙法蓮華經 卷七(1981-1),부산,금정구,허＊＊＊,12,21,0006920000100,N,1121106920100,2026-01-06 13:25:02
35.1046988,129.0193361,21,1134,보물,의령 보리사지 금동여래입상,宜寧 菩提寺址 金銅如來立像,부산,서구,동아대학교박물관,12,21,0007310000000,N,1122107310000,2025-07-23 15:55:02
35.1046988,129.0193361,22,1135,보물,조대비 사순칭경진하도 병풍,趙大妃 四旬稱慶陳賀圖 屛風,부산,서구,동아대학교박물관,12,21,0007320000000,N,1122107320000,2025-08-08 13:55:02
35.1046988,129.0193361,23,1136,보물,헌종가례진하도 병풍(1982),憲宗嘉禮陳賀圖 屛風(1982),부산,서구,동아대학교박물관,12,21,0007330000100,N,1122107330000,2025-06-26 18:46:12
35.1046988,129.0193361,24,1137,보물,지자총통(1986-2),地字銃筒(1986-2),부산,서구,동아대학교박물관,12,21,0008630000000,N,1122108630000,2025-06-26 18:46:13
0,0,25,1138,보물,주범망경(2007),注梵網經(2007),부산,금정구,범어사,12,21,0008940000200,N,1122108940200,2025-06-26 18:46:14
0,0,26,16504,보물,진실주집(2015),眞實珠集(2015),부산,부산진구,삼광사,12,21,0009210000300,N,1122609210300,2025-07-11 14:55:02
0,0,27,2643,보물,묘법연화경 권4~7(2013),妙法蓮華經 卷四~七(2013),부산,영도구,법화사,12,21,0009610000200,N,1123809610200,2025-06-26 18:02:48
0,0,28,826,보물,백지금니 대방광불화엄경 주본 권29,白紙金泥 大方廣佛華嚴經 周本 卷二十九,부산,연제구,진＊＊＊,12,21,0009780000000,N,1121109780000,2026-03-16 11:25:02
0,0,29,837,보물,청자 상감운학국화문 표주박모양 주전자 및 승반,靑磁 象嵌雲鶴菊花文 瓢形 注子 및 承盤,부산,해운대구,진＊＊＊,12,21,0010330000000,N,1121110330000,2026-01-15 10:55:03
0,0,30,838,보물,청자 상감연판문 매병,靑磁 象嵌蓮瓣文 梅甁,부산,연제구,진＊＊＊,12,21,0010340000000,N,1121110340000,2026-04-01 16:55:02
0,0,31,890,보물,불설장수멸죄호제동자다라니경,佛說長壽滅罪護諸童子陀羅尼經,부산,강서구,수＊＊＊,12,21,0010920000000,N,1121110920000,2025-06-26 18:04:05
0,0,32,892,보물,인천안목(1991),人天眼目(1991),부산,기장군,묘관음사,12,21,0010940000000,N,1121110940000,2025-08-13 15:55:02
0,0,33,17017,보물,묘법연화경 권5~7(2016),妙法蓮華經 卷五~七(2016),부산,중구,대각사,12,21,0011470000300,N,1121111470300,2025-07-16 09:55:03
0,0,34,20409,보물,예념미타도량참법 권1∼5,禮念彌陀道場懺法 卷一∼五,부산,금정구,대한불교조계종 범어사(성보박물관),12,21,0011650000200,N,1122111650200,2026-03-13 10:25:02
0,0,35,931,보물,박문수 초상(2006),朴文秀 肖像(2006),부산,동구,신＊＊＊,12,21,0011890000200,N,1121111890200,2025-06-26 18:04:05
0,0,36,16438,보물,"대방광원각수다라요의경(언해) 권하1의1~2, 2의1~2","大方廣圓覺脩多羅了義經(諺解) 卷下一의一~二, 二의一~二",부산,사하구,대한불교조계종 관음사,12,21,0012190000300,N,1122112190300,2025-10-14 14:25:02
35.2429921,129.0922773,37,1141,보물,불조삼경(2007),佛祖三經(2007),부산,금정구,범어사,12,21,0012240000200,N,1122112240200,2025-07-07 15:25:03
0,0,38,17216,보물,자치통감 권57~60,資治通鑑 卷五十七~六十,부산,금정구,허＊＊＊,12,21,0012810000500,N,1122112810500,2026-01-06 13:25:01
35.2837157445521,129.069674503423,39,1144,보물,부산 범어사 조계문,釜山 梵魚寺 曹溪門,부산,금정구,범어사,12,21,0014610000000,N,1122114610000,2026-01-27 14:55:23
0,0,40,1145,보물,조선후기 문인 초상,朝鮮後期 文人 肖像,부산,남구,신＊＊＊,12,21,0014980000000,N,1122114980000,2025-06-26 18:46:15
35.1295217022496,129.09414818121,41,1146,보물,이덕성 초상 및 관련 자료 일괄,李德成 肖像 및 關聯 資料 一括,부산,남구,부산시립박물관,12,21,0015010000000,N,1122115010000,2025-06-26 18:46:14
0,0,42,16506,보물,대방광원각수다라요의경,大方廣圓覺修多羅了義經,부산,부산진구,삼광사,12,21,0015180000200,N,1122615180200,2024-04-24 10:29:03
35.1046988,129.0193361,43,1147,보물,영산회상도,靈山會上圖,부산,서구,동아대학교박물관,12,21,0015220000000,N,1122115220000,2025-06-26 18:46:15
35.2429921,129.0922773,44,1148,보물,금장요집경 권1~2,金藏要集經 卷一~二,부산,금정구,범어사,12,21,0015250000000,N,1122115250000,2025-06-26 18:46:14
35.2429921,129.0922773,45,1149,보물,부산 범어사 목조석가여래삼존좌상,釜山 梵魚寺 木造釋迦如來三尊坐像,부산,금정구,범어사,12,21,0015260000000,N,1122115260000,2025-06-26 18:46:14
35.2357852442956,129.081358714712,46,1150,보물,목장지도(2008-2),牧場地圖(2008-2),부산,금정구,부산대학교도서관,12,21,0015950000200,N,1122115950200,2025-06-28 16:25:03
0,0,47,1151,보물,경상총여도,慶尙摠輿圖,부산,남구,신＊＊＊,12,21,0015990000000,N,1122115990000,2025-06-26 18:46:14
0,0,48,1152,보물,예안 김씨 가전 계회도 일괄,禮安 金氏 家傳 契會圖 一括,부산,동구,신＊＊＊,12,21,0016160000000,N,1122116160000,2025-06-26 18:46:15
0,0,49,1153,보물,부산 국청사 청동북,釜山 國淸寺 靑銅金鼓,부산,금정구,국청사,12,21,0017330000000,N,1122117330000,2026-04-20 15:25:02
35.3748660456851,129.232886808482,50,1154,보물,기장 장안사 대웅전,機張 長安寺 大雄殿,부산,기장군,장안사,12,21,0017710000000,N,1122117710000,2025-12-06 22:55:02
0,0,51,1155,보물,칠태부인경수연도,七太夫人慶壽宴圖,부산,남구,부산시립박물관,12,21,0018090000000,N,1122118090000,2025-06-26 18:46:12
0,0,52,1156,보물,황리현명 청동북,黃利縣銘 靑銅金鼓,부산,서구,동아대학교박물관,12,21,0018100000000,N,1122118100000,2025-06-26 18:46:12
0,0,53,15323,보물,기장 장안사 석조석가여래삼불좌상,機張 長安寺 石造釋迦如來三佛坐像,부산,기장군,장안사,12,21,0018240000000,N,1122118240000,2025-12-06 22:55:02
0,0,54,16698,보물,고려 십육나한도(제7 가리가존자),高麗 十六羅漢圖(第七 迦理迦尊者),부산,수영구,현＊＊＊,12,21,0018820000100,N,1122118820100,2025-06-26 18:02:49
35.1835699900739,129.012699021903,55,16715,보물,부산 운수사 대웅전,釜山 雲水寺 大雄殿,부산,사상구,운수사,12,21,0018960000000,N,1122118960000,2025-06-26 18:02:49
0,0,56,16760,보물,조선왕조의궤(2016-6),朝鮮王朝儀軌(2016-6),부산,금정구,한국순교자박물관,12,21,0019010000600,N,1122119010600,2025-06-26 18:02:49
0,0,57,17013,보물,양산 금조총 출토 유물 일괄,梁山 金鳥塚 出土 遺物 一括,부산,서구,국립김해박물관,12,21,0019210000000,N,1122119210000,2025-06-26 18:02:49
0,0,58,17095,보물,김윤겸 필 영남기행화첩,金允謙 筆 嶺南紀行畵帖,부산,서구,동아대학교박물관,12,21,0019290000000,N,1122119290000,2025-06-26 18:02:49
0,0,59,17217,보물,재조본 사분율 권47~50,再雕本 四分律 卷四十七~五十,부산,서구,대＊＊＊,12,21,0019430000000,N,1122119430000,2025-06-26 18:02:49
0,0,60,18182,보물,부산 복천동 22호분 출토 청동칠두령,釜山 福泉洞 二十二號墳 出土 靑銅七頭鈴,부산,동래구,국립김해박물관,12,21,0020190000000,N,1122120190000,2025-06-26 18:02:50
0,0,61,18184,보물,부산 복천동 38호분 출토 철제갑옷 일괄,釜山 福泉洞 三十八號墳 出土 鐵製甲冑 一括,부산,동래구,국립김해박물관,12,21,0020200000000,N,1122120200000,2025-06-26 18:02:50
0,0,62,19858,보물,관북여지도,關北輿地圖,부산,서구,동아대학교박물관,12,21,0020610000000,N,1122120610000,2025-06-26 18:02:50
0,0,63,19996,보물,백자 항아리,白磁 大壺,부산,남구,부산시립박물관,12,21,0020640000000,N,1122120640000,2025-06-26 18:02:50
0,0,64,20162,보물,신구공신상회제명지도 병풍,新舊功臣相會題名之圖 屛風,부산,서구,동아대학교박물관,12,21,0020800000000,N,1122120800000,2025-08-18 17:25:06
0,0,65,20163,보물,김해 양동리 322호분 출토 목걸이,金海 良洞里 三百二十二號墳 出土 頸飾,부산,부산진구,국립김해박물관,12,21,0020830000000,N,1122120830000,2025-11-03 09:55:03
0,0,66,20274,보물,고려사(2021-6),高麗史(2021-6),부산,서구,동아대학교박물관,12,21,0021150000400,N,1122121150400,2025-08-13 13:55:09
0,0,67,20939,보물,대방광불화엄경소 권88,大方廣佛華嚴經疏 卷八十八,부산,서구,동아대학교박물관,12,21,0021970000000,N,1122121970000,2025-06-26 18:02:45
0,0,68,21046,보물,수능엄경의해 권9∼15,首楞嚴經義海 卷9∼15,부산,금정구,허＊＊＊,12,21,0022140000000,N,1122122140000,2026-01-06 13:25:03
0,0,69,21111,보물,기장 고불사 영산회상도,機張 古佛寺 靈山會上圖,부산,금정구,대한불교조계종 범어사(성보박물관),12,21,0022220000000,N,1122122220000,2026-05-14 23:55:02
0,0,70,21307,보물,금강반야경소론찬요조현록(2024),金剛般若經疏論纂要助顯錄(2024),부산,강서구,재단법인 선학원 수능엄사,12,21,0022460000000,N,1122122460000,2025-06-26 18:02:45
0,0,71,21308,보물,예념미타도량참법 권6∼10,禮念彌陀道場懺法 卷六∼十,부산,사상구,대한불교법화종 선광사,12,21,0022470000000,N,1122122470000,2025-06-26 18:02:45
0,0,72,22057,보물,고려 오백나한도(2025),高麗 五百羅漢圖(2025),부산,동구,신＊＊＊,12,21,0022990000000,N,1122510290002,2025-11-20 11:25:02
35.1972800194911,129.088811795659,73,2955,사적,부산 동래 패총,釜山 東萊 貝塚,부산,동래구,부산 동래구,13,21,0001920000000,N,1332101920000,2026-02-23 14:25:02
35.2542161326126,129.053618571506,74,2956,사적,금정산성,金井山城,부산,금정구,부산 금정구,13,21,0002150000000,N,1332102150000,2025-06-26 18:46:09
35.07043957377,129.079887368829,75,2957,사적,부산 동삼동 패총,釜山 東三洞 貝塚,부산,영도구,부산 영도구,13,21,0002660000000,N,1332102660000,2025-12-06 23:55:02
35.2066638743056,129.090554973778,76,2958,사적,부산 복천동 고분군,釜山 福泉洞 古墳群,부산,동래구,부산시립박물관,13,21,0002730000000,N,1332102730000,2025-06-26 18:46:09
35.1866781581466,129.091546267607,77,17182,사적,부산 연산동 고분군,釜山 蓮山洞 古墳群,부산,연제구,부산 연제구,13,21,0005390000000,N,1332105390000,2023-07-04 07:25:02
35.1034862919987,129.017372409204,78,18075,사적,부산 임시수도 대통령관저,,부산,서구,부산근현대역사관,13,21,0005460000000,N,1332105460000,2023-04-11 17:25:01
35.0531,129.08718,79,3418,명승,부산 영도 태종대,釜山 影島 太宗臺,부산,영도구,영도구,15,21,0000170000000,N,1352100170000,2025-12-06 23:55:02
35.099664,129.123237,80,3419,명승,부산 오륙도,釜山 五六島,부산,남구,부산시 남구,15,21,0000240000000,N,1352100240000,2025-12-06 22:55:02
35.1779274720794,129.061685057159,81,3544,천연기념물,부산 양정동 배롱나무,釜山 楊亭洞 배롱나무,부산,부산진구,동래정씨문중,16,21,0001680000000,N,1362101680000,2025-10-10 21:55:02
35.2824561269873,129.071341472407,82,3545,천연기념물,부산 범어사 등나무군락,釜山 梵魚寺 藤나무群落,부산,금정구,부산시 금정구,16,21,0001760000000,N,1362101760000,2026-02-03 17:55:06
35.085611416387,128.908107840036,83,3546,천연기념물,낙동강 하류 철새 도래지,洛東江 下流 철새 渡來地,부산,(특정 불가),부산광역시,16,21,0001790000000,N,1362101790000,2026-01-30 11:25:02
35.1638,129.0708,84,3548,천연기념물,부산 전포동 구상반려암,釜山 田浦洞 球狀斑糲岩,부산,부산진구,부산시 진구,16,21,0002670000000,N,1362102670000,2025-10-10 21:55:02
35.1704576804001,129.114885174876,85,3549,천연기념물,부산 좌수영성지 곰솔,釜山 左水營城地 곰솔,부산,수영구,부산시 수영구,16,21,0002700000000,N,1362102700000,2025-12-15 16:55:24
35.2044428070052,129.007460968082,86,3550,천연기념물,부산 구포동 당숲,釜山 龜浦洞 당숲,부산,북구,부산시 북구,16,21,0003090000000,N,1362103090000,2026-01-07 14:55:05
35.1702018849729,129.114473502534,87,3551,천연기념물,부산 좌수영성지 푸조나무,釜山 左水營城地 푸조나무,부산,수영구,부산시 수영구,16,21,0003110000000,N,1362103110000,2026-01-07 15:55:02
35.2246376383103,129.078472846537,88,2778,국가무형유산,동래야류,東萊野遊,부산,동래구,(사)국가무형문화재 동래야류보존회,17,21,0000180000000,N,1272100180000,2026-04-08 15:55:02
35.1712174442295,129.113966243743,89,2779,국가무형유산,수영야류,水營野遊,부산,수영구,(사)국가무형문화재 수영야류보존회,17,21,0000430000000,N,1272100430000,2026-04-08 15:55:02
35.1712174442295,129.113966243743,90,2780,국가무형유산,좌수영어방놀이,左水營漁坊놀이,부산,수영구,(사)국가무형문화재 좌수영어방놀이보존회,17,21,0000620000000,N,1272100620000,2026-05-13 14:55:02
0,0,91,2781,국가무형유산,동해안별신굿,東海岸別神굿,부산,기장군,(사)국가무형유산 동해안별신굿보존회,17,21,0000820000100,N,1272100820100,2026-01-23 13:55:02
0,0,92,4287,국가민속문화유산,의왕 원유관,義王 遠遊冠,부산,금정구,한국순교복자수녀회,18,21,0002740000000,N,1482102740000,2025-06-26 18:02:47
0,0,93,4288,국가민속문화유산,전 순정효황후 주칠 나전가구,傳 純貞孝皇后 朱漆 螺鈿家具,부산,서구,동아대학교,18,21,0002770000000,N,1482102770000,2025-06-26 18:46:11
35.2032271913874,129.086356975787,94,5577,시도유형문화유산,동래부 동헌 충신당,東萊府 東軒 忠信堂,부산,동래구,부산광역시 동래구,21,21,0000010000000,N,2112100010000,2022-08-29 17:55:41
35.0402389,128.9699095,95,5579,시도유형문화유산,다대진동헌,多大鎭 東軒,부산,사하구,부산광역시 사하구,21,21,0000030000000,N,2112100030000,2024-04-24 10:32:06
35.2187073,129.0779477,96,5580,시도유형문화유산,망미루,望美樓,부산,동래구,부산광역시 동래구,21,21,0000040000000,N,2112100040000,2022-08-29 17:55:41
35.2201538,129.0732975,97,5581,시도유형문화유산,동래부 동헌 외대문,東萊府 東軒 外大門,부산,동래구,부산광역시 동래구,21,21,0000050000000,N,2112100050000,2022-08-29 17:55:41
35.2077612111874,129.084289052744,98,5582,시도유형문화유산,동래향교 대성전,東萊鄕校 大成殿,부산,동래구,동래향교,21,21,0000060000000,N,2112100060000,2024-04-24 10:32:06
35.201409862069,129.095683548838,99,5583,시도유형문화유산,충렬사,忠烈祠,부산,동래구,충렬사관리사무소,21,21,0000070000000,N,2112100070000,2023-09-11 18:25:01
35.2039379626582,129.0844791053,100,5584,시도유형문화유산,동래 장관청,東萊 將官廳,부산,동래구,(재)동래기영회,21,21,0000080000000,N,2112100080000,2022-08-29 17:55:42
35.2352793,129.0681897,101,5585,시도유형문화유산,오층석탑,五層石塔,부산,금정구,부산대학교박물관,21,21,0000090000000,N,2112100090000,2023-01-20 16:55:03
35.1216423,129.0201433,102,5586,시도유형문화유산,삼층석탑,三層石塔,부산,서구,동아대학교석당박물관,21,21,0000100000000,N,2112100100000,2024-01-18 16:25:02
35.2770656967775,129.067003215501,103,5587,시도유형문화유산,원효암 동편 삼층석탑,元曉庵 東便 三層石塔,부산,금정구,대한불교조계종범어사,21,21,0000110000000,N,2112100110000,2024-04-24 10:32:06
35.2764479750189,129.065981105263,104,5588,시도유형문화유산,원효암 서편 삼층석탑,元曉庵 西便 三層石塔,부산,금정구,대한불교조계종범어사,21,21,0000120000000,N,2112100120000,2023-05-12 12:55:01
35.2148441490948,129.042917044908,105,5590,시도유형문화유산,만덕사지 당간지주,萬德寺址 幢竿支株,부산,북구,부산광역시 북구,21,21,0000140000000,N,2112100140000,2022-08-29 17:55:42
35.2840035639402,129.07077916353,106,5591,시도유형문화유산,범어사 당간지주,梵魚寺 幢竿支柱,부산,금정구,대한불교조계종범어사,21,21,0000150000000,N,2112100150000,2022-08-29 17:55:42
35.2842321,129.0686611,107,5592,시도유형문화유산,범어사 석등,梵魚寺 石燈,부산,금정구,대한불교조계종범어사,21,21,0000160000000,N,2112100160000,2022-08-29 17:55:42
35.1704521550311,129.115041027175,108,5593,시도유형문화유산,경상좌수영성 남문,慶尙左水營城 南門,부산,수영구,부산광역시 수영구,21,21,0000170000000,N,2112100170000,2025-12-10 10:55:02
35.1563596,129.0596253,109,5594,시도유형문화유산,동모,銅矛,부산,부산진구,시립박물관(복천박물관),21,21,0000180000000,N,2112100180000,2023-07-06 10:25:02
35.1563596,129.0596253,110,5595,시도유형문화유산,동모,銅矛,부산,부산진구,시립박물관(복천박물관),21,21,0000190000000,N,2112100190000,2023-07-06 10:25:02
35.1828893,129.0482097,111,5596,시도유형문화유산,동파두,銅把頭,부산,부산진구,시립박물관(복천박물관),21,21,0000200000000,N,2112100200000,2023-07-06 10:25:02
35.2024605,129.0946634,112,5597,시도유형문화유산,군관청,軍官廳,부산,동래구,충렬사관리사무소,21,21,0000210000000,N,2112100210000,2022-08-29 17:55:42
35.1629284384465,128.863378499397,113,5599,시도유형문화유산,범방동 삼층석탑,凡方洞 三層石塔,부산,강서구,부산광역시 강서구,21,21,0000230000000,N,2112100230000,2023-06-07 09:25:01
0,0,114,5600,시도유형문화유산,동래부 동하면 고문서,東萊府 東下面 古文書,부산,남구,시립박물관(부산박물관),21,21,0000240000000,N,2112100240000,2023-06-26 17:25:01
35.2842321,129.0686611,115,5601,시도유형문화유산,범어사 청룡암시 목판,梵魚寺 靑龍巖詩 木板,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000250000000,N,2112100250000,2024-10-11 16:25:02
35.2842321,129.0686611,116,5602,시도유형문화유산,범어사 천수 책판,梵魚寺 千手 冊版,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000260000000,N,2112100260000,2024-10-11 16:25:02
35.2842321,129.0686611,117,5603,시도유형문화유산,범어사 어산집 책판,梵魚寺 魚山集 冊板,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000270000000,N,2112100270000,2024-10-11 16:25:02
35.2842321,129.0686611,118,5604,시도유형문화유산,범어사기·범어사창건사적·범어사고적판,梵魚寺紀·梵魚寺創建史蹟·梵魚寺古蹟板,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000280000000,N,2112100280000,2024-10-11 16:25:02
35.2842321,129.0686611,119,5605,시도유형문화유산,범어사 선문촬요 책판,梵魚寺 禪門撮要 冊板,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000290000000,N,2112100290000,2024-10-11 16:25:02
35.2842321,129.0686611,120,5606,시도유형문화유산,범어사 권왕문 책판,梵魚寺 勸往文 冊板(언문판),부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000300000000,N,2112100300000,2024-10-11 16:25:02
35.2842321,129.0686611,121,5608,시도유형문화유산,범어사 태전화상주심경,梵魚寺 太顚和尙注心經,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000320000000,N,2112100320000,2024-10-11 16:25:02
35.2842321,129.0686611,122,5609,시도유형문화유산,범어사 함허어록,梵魚寺 函虛語錄,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000330000000,N,2112100330000,2024-10-11 16:25:02
35.2842321,129.0686611,123,5610,시도유형문화유산,범어사 지공직지,梵魚寺 指空直指,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000340000000,N,2112100340000,2024-10-11 16:25:03
35.2842321,129.0686611,124,5611,시도유형문화유산,범어사 선종영가집,梵魚寺 禪宗永嘉集,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000350000000,N,2112100350000,2024-10-11 18:25:02
35.2842321,129.0686611,125,5612,시도유형문화유산,범어사 불설대보부모은중경,梵魚寺 佛說大報父母恩重經,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000360000000,N,2112100360000,2024-10-11 18:25:02
35.2842321,129.0686611,126,5613,시도유형문화유산,범어사 육조대사법보단경,梵魚寺 六祖大師法寶壇經,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000370000000,N,2112100370000,2024-10-11 18:25:02
35.2842321,129.0686611,127,5614,시도유형문화유산,범어사 금강반야바라밀경변상,梵魚寺 金剛般若바羅密經變相,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000380000000,N,2112100380000,2024-10-11 18:25:02
35.28293,129.0680538,128,5615,시도유형문화유산,범어사 불조역대통재,梵魚寺 佛祖歷代通載,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000390000000,N,2112100390000,2024-10-11 18:25:02
35.28293,129.0680538,129,5616,시도유형문화유산,범어사 몽산화상법어약록,梵魚寺 蒙山和尙法語略錄,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000400000000,N,2112100400000,2024-10-11 18:25:02
35.28293,129.0680538,130,5617,시도유형문화유산,범어사 묘법연화경,梵魚寺 妙法蓮華經,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000410000000,N,2112100410000,2024-10-11 18:25:02
35.1285814,129.011629,131,5618,시도유형문화유산,내원정사 진언집,內院精舍 眞言集,부산,서구,내원정사,21,21,0000420000000,N,2112100420000,2022-08-29 17:55:44
35.1285814,129.011629,132,5619,시도유형문화유산,내원정사 조상경,內院精舍 造像經,부산,서구,내원정사,21,21,0000430000000,N,2112100430000,2022-08-29 17:55:44
35.1285814,129.011629,133,5620,시도유형문화유산,내원정사 염불보권문,內院精舍 念佛普勸文,부산,서구,내원정사,21,21,0000440000000,N,2112100440000,2022-08-29 17:55:44
35.1285814,129.011629,134,5621,시도유형문화유산,내원정사 묘법연화경,內院精舍 妙法蓮華經,부산,서구,내원정사,21,21,0000450000000,N,2112100450000,2022-08-29 17:55:44
35.1408349,129.0927619,135,5622,시도유형문화유산,범어사명 유제시루,梵魚寺銘 鍮製시루,부산,남구,시립박물관(부산박물관),21,21,0000460000000,N,2112100460000,2022-08-29 17:55:45
35.1285814,129.011629,136,5623,시도유형문화유산,내원정사 목조관음보살좌상,內院精舍 木造觀音菩薩坐像,부산,서구,내원정사,21,21,0000470000000,N,2112100470000,2022-08-29 17:55:45
35.1408349,129.0927619,137,5624,시도유형문화유산,유원각선생 매안감고비 및 비각,柔遠閣先生 埋案感古碑 및 碑閣,부산,남구,시립박물관(부산박물관),21,21,0000480000000,N,2112100480000,2024-04-24 10:32:07
35.1832929,129.0500057,138,5625,시도유형문화유산,포은시고,圃隱詩藁,부산,부산진구,부산광역시립시민도서관,21,21,0000490000000,N,2112100490000,2024-04-24 10:32:08
34.989716641366,128.829015778742,139,5626,시도유형문화유산,가덕도 등대,加德島 燈臺,부산,강서구,국가(해양수산부),21,21,0000500000000,N,2112100500000,2024-04-24 10:32:08
35.2842321,129.0686611,140,5627,시도유형문화유산,범어사 사천왕도,梵魚寺 四天王圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000510000000,N,2112100510000,2024-10-11 18:25:03
35.2842321,129.0686611,141,5628,시도유형문화유산,범어사 제석신중도,梵魚寺 帝釋神衆圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000520000000,N,2112100520000,2024-10-11 18:25:03
35.2842321,129.0686611,142,5629,시도유형문화유산,범어사 관음전 백의관음보살도,梵魚寺 觀音殿 白衣觀音菩薩圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000530000000,N,2112100530000,2024-10-11 18:25:03
35.1636192,129.0875441,143,5630,시도유형문화유산,마하사 현왕도,摩訶寺 現王圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000540000000,N,2112100540000,2024-10-11 18:25:03
35.2842321,129.0686611,144,5631,시도유형문화유산,범어사 의상대사 영정,梵魚寺 義湘大師 影幀,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000550000000,N,2112100550000,2024-10-11 18:25:03
