latitude,longitude,sn,no,ccmaName,ccbaMnm1,ccbaMnm2,ccbaCtcdNm,ccsiName,ccbaAdmin,ccbaKdcd,ccbaCtcd,ccbaAsno,ccbaCncl,ccbaCpno,regDt
35.1046988,129.0193361,145,5633,시도유형문화유산,기영각 시첩,耆英閣 詩帖,부산,서구,동아대학교석당박물관,21,21,0000570000000,N,2112100570000,2022-08-29 17:55:45
35.1046988,129.0193361,146,5634,시도유형문화유산,금강전도 12첩 병풍,金剛全圖 十二帖 屛風,부산,서구,동아대학교석당박물관,21,21,0000580000000,N,2112100580000,2022-08-29 17:55:45
35.1046988,129.0193361,147,5635,시도유형문화유산,동래 고지도,東萊 古地圖,부산,서구,동아대학교석당박물관,21,21,0000590000000,N,2112100590000,2022-08-29 17:55:45
35.1046988,129.0193361,148,5636,시도유형문화유산,대원군 초상화,大院君 肖像畵,부산,서구,동아대학교석당박물관,21,21,0000600000000,N,2112100600000,2022-08-29 17:55:46
35.0828429,129.0499607,149,5637,시도유형문화유산,복천사 지장시왕도,福泉寺 地藏十王圖,부산,영도구,복천사,21,21,0000610000000,N,2112100610000,2024-04-24 10:32:08
35.0828429,129.0499607,150,5638,시도유형문화유산,복천사 아미타극락회상도,福泉寺 阿彌陀極樂會上圖,부산,영도구,복천사,21,21,0000620000000,N,2112100620000,2024-04-24 10:32:09
35.2842321,129.0686611,151,5639,시도유형문화유산,범어사 팔상·독성·나한전,梵魚寺 捌相·獨聖·羅漢殿,부산,금정구,대한불교조계종 범어사,21,21,0000630000000,N,2112100630000,2024-10-11 18:25:03
35.1046988,129.0193361,152,5640,시도유형문화유산,대방광불화엄경 권40,大方廣佛華嚴經 卷四十,부산,서구,동아대학교석당박물관,21,21,0000640000000,N,2112100640000,2024-04-24 10:32:09
35.0828429,129.0499607,153,5641,시도유형문화유산,복천사조상경,福泉寺造像經,부산,영도구,복천사,21,21,0000650000000,N,2112100650000,2024-04-24 10:32:09
35.0828429,129.0499607,154,5642,시도유형문화유산,복천사 선원제전집도서,福泉寺 禪源諸詮集都序,부산,영도구,복천사,21,21,0000660000000,N,2112100660000,2024-04-24 10:32:10
35.2842321,129.0686611,155,5643,시도유형문화유산,범어사 대웅전 영산회상도,梵魚寺 大雄殿 靈山會上圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000670000000,N,2112100670000,2024-10-11 18:25:03
35.2842321,129.0686611,156,5644,시도유형문화유산,범어사 대웅전 삼장보살도,梵魚寺 大雄殿 三藏菩薩圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000680000000,N,2112100680000,2024-10-11 18:25:03
35.2842321,129.0686611,157,5645,시도유형문화유산,범어사 대웅전 신중도,梵魚寺 大雄殿 神衆圖,부산,금정구,대한불교조계종 범어사(성보박물관),21,21,0000690000000,N,2112100690000,2024-10-11 18:25:03
35.2842321,129.0686611,158,5646,시도유형문화유산,범어사 관음전 목조관음보살좌상,梵魚寺 觀音殿 木造觀音菩薩坐像,부산,금정구,대한불교조계종 범어사,21,21,0000700000000,N,2112100700000,2024-10-11 18:25:03
35.2842321,129.0686611,159,5647,시도유형문화유산,범어사 비로전 목조비로자나삼존불좌상,梵魚寺 毘盧殿 木造毘盧遮那三尊佛坐像,부산,금정구,대한불교조계종 범어사,21,21,0000710000000,N,2112100710000,2024-10-11 18:25:04
35.2842321,129.0686611,160,5648,시도유형문화유산,범어사 미륵전 목조여래좌상,梵魚寺 彌勒殿 木造如來坐像,부산,금정구,대한불교조계종 범어사,21,21,0000720000000,N,2112100720000,2024-10-11 18:25:04
35.2842321,129.0686611,161,5649,시도유형문화유산,범어사 석조연화대좌 하대석,梵魚寺 石造蓮花臺座 下臺石,부산,금정구,대한불교조계종 범어사,21,21,0000730000000,N,2112100730000,2024-10-11 18:25:04
35.1470196,129.1083559,162,5650,시도유형문화유산,자수 책거리 병풍,刺繡 冊巨里 屛風,부산,금정구,부산대학교박물관,21,21,0000740000000,N,2112100740000,2024-10-11 18:25:04
35.1046988,129.0193361,163,5651,시도유형문화유산,남지기로회도,南池耆老會圖,부산,서구,동아대학교석당박물관,21,21,0000750000000,N,2112100750000,2022-08-29 17:55:47
35.2679194,129.0870773,164,5652,시도유형문화유산,불설장수멸죄호제동자다라니경,佛說長壽滅罪護諸童子陁羅尼經,부산,금정구,금정중학교,21,21,0000760000000,N,2112100760000,2024-04-24 10:32:12
35.1408349,129.0927619,165,5653,시도유형문화유산,어전준천제명첩,御前濬川題名帖,부산,남구,시립박물관(부산박물관),21,21,0000770000000,N,2112100770000,2024-04-24 10:32:12
35.1408349,129.0927619,166,5654,시도유형문화유산,천상열차분야지도,天象列次分野之圖,부산,남구,시립박물관(부산박물관),21,21,0000780000000,N,2112100780000,2024-04-24 10:32:13
35.1408349,129.0927619,167,5655,시도유형문화유산,이의양 필 산수도,李義養 筆 山水圖,부산,남구,시립박물관(부산박물관),21,21,0000790000000,N,2112100790000,2024-04-24 10:32:13
0,0,168,5656,시도유형문화유산,범어사 금강반야바라밀경,梵魚寺 金剛般若波羅密經,부산,금정구,대한불교조계종범어사,21,21,0000800000000,N,2112100800000,2024-04-24 10:32:13
0,0,169,5657,시도유형문화유산,범어사 보리달마사행론,梵魚寺 菩堤達摩四行論,부산,금정구,대한불교조계종범어사,21,21,0000810000000,N,2112100810000,2024-04-24 10:32:14
0,0,170,5658,시도유형문화유산,범어사 선문염송집,梵魚寺 禪門拈頌集,부산,금정구,대한불교조계종범어사,21,21,0000820000000,N,2112100820000,2024-04-24 10:32:14
35.1046988,129.0193361,171,5659,시도유형문화유산,대방광불화엄경 권41,大方廣佛華嚴經 卷四十一,부산,서구,동아대학교석당박물관,21,21,0000830000000,N,2112100830000,2024-04-24 10:32:14
35.1282176,129.112378,172,5660,시도유형문화유산,이덕성가 문적,李德成家 文籍,부산,남구,시립박물관(부산박물관),21,21,0000840000000,N,2112100840000,2022-08-29 17:55:47
35.3746205,129.2329449,173,5661,시도유형문화유산,장안사 응진전 석조석가삼존십육나한상,長安寺 應眞殿 石造釋迦三尊十六羅漢像,부산,기장군,대한불교조계종장안사,21,21,0000850000000,N,2112100850000,2025-11-10 17:25:02
35.3746205,129.2329449,174,5662,시도유형문화유산,장안사 명부전 석조지장보살삼존 및 시왕상 일괄,長安寺 冥府殿 石造地藏菩薩三尊 및 十王像 一括,부산,기장군,대한불교조계종장안사,21,21,0000860000000,N,2112100860000,2024-04-24 10:32:14
35.3746205,129.2329449,175,5663,시도유형문화유산,장안사 대웅전 영산회상도,長安寺 大雄殿 靈山會上圖,부산,기장군,대한불교조계종장안사,21,21,0000870000000,N,2112100870000,2024-04-24 10:32:15
35.3746205,129.2329449,176,5664,시도유형문화유산,장안사 응진전 영산회상도,長安寺 應眞殿 靈山會上圖,부산,기장군,대한불교조계종장안사,21,21,0000880000000,N,2112100880000,2024-04-24 10:32:15
35.3746205,129.2329449,177,5665,시도유형문화유산,장안사 명부전 지장보살도,長安寺 冥府殿 地藏菩薩圖,부산,기장군,대한불교조계종장안사,21,21,0000890000000,N,2112100890000,2024-04-24 10:32:15
35.2842321,129.0686611,178,5666,시도유형문화유산,범어사 동종,梵魚寺 銅鐘,부산,금정구,대한불교조계종범어사,21,21,0000900000000,N,2112100900000,2024-04-24 10:32:16
35.1836762,129.0125768,179,5668,시도유형문화유산,운수사 대웅전 석조여래삼존좌상,雲水寺 大雄殿 石造如來三尊坐像,부산,사상구,운수사,21,21,0000920000000,N,2112100920000,2024-04-24 10:32:16
35.1769363,129.0277584,180,5671,시도유형문화유산,선암사 목조아미타여래좌상 및 복장유물,仙巖寺 木造阿彌陀如來坐像 및 腹藏遺物,부산,부산진구,선암사,21,21,0000950000000,N,2112100950000,2024-04-24 10:32:16
35.2767279,129.0661191,181,5672,시도유형문화유산,범어사 원효암 목조관음보살좌상,梵魚寺 元曉庵 木造觀音菩薩坐像,부산,금정구,대＊＊＊,21,21,0000960000000,N,2112100960000,2024-04-24 10:32:17
35.1936546,129.0534608,182,5673,시도유형문화유산,원광사 영산회상도,圓光寺 靈山會上圖,부산,동래구,원광사,21,21,0000970000000,N,2112100970000,2024-04-24 10:32:17
35.2077162,129.0842177,183,5674,시도유형문화유산,동래향청 고왕록,東萊鄕廳 考往錄,부산,남구,시립박물관(부산박물관),21,21,0000980000000,N,2112100980000,2024-04-24 10:32:17
35.2077162,129.0842177,184,5675,시도유형문화유산,동래향교 고왕록,東萊鄕校 考往錄,부산,남구,시립박물관(부산박물관),21,21,0000990000000,N,2112100990000,2024-04-24 10:32:18
35.1046988,129.0193361,185,5677,시도유형문화유산,흑유호 및 흑유정병,黑釉壺 및 黑釉淨甁,부산,서구,동아대학교석당박물관,21,21,0001010000000,N,2112101010000,2022-08-29 17:55:48
35.1046988,129.0193361,186,5678,시도유형문화유산,분청사기인화국화문사이부태호,粉靑沙器印花菊花文四耳附胎壺,부산,서구,동아대학교석당박물관,21,21,0001020000000,N,2112101020000,2022-08-29 17:55:48
35.1046988,129.0193361,187,5679,시도유형문화유산,갑인춘 친정도,甲寅春 親政圖,부산,서구,동아대학교석당박물관,21,21,0001030000000,N,2112101030000,2024-04-24 10:32:18
0,0,188,5681,시도유형문화유산,천안사 법어,天安寺 法語,부산,부산진구,천안사,21,21,0001050000000,N,2112101050000,2022-08-29 17:55:49
0,0,189,5682,시도유형문화유산,장안사 명부전,長安寺 冥府殿,부산,기장군,대한불교조계종장안사,21,21,0001060000000,N,2112101060000,2024-04-24 10:32:18
0,0,190,5683,시도유형문화유산,장안사 응진전,長安寺 應眞殿,부산,기장군,대한불교조계종장안사,21,21,0001070000000,N,2112101070000,2024-04-24 10:32:19
0,0,191,5684,시도유형문화유산,선광사 석가여래성도기,仙光寺 釋迦如來成道記,부산,사상구,선광사,21,21,0001080000000,N,2112101080000,2024-04-24 10:32:19
0,0,192,5685,시도유형문화유산,김홍도 필 산수인물도,金弘道 筆 山水人物圖,부산,남구,시립박물관(부산박물관),21,21,0001090000000,N,2112101090000,2022-08-29 17:55:49
0,0,193,5686,시도유형문화유산,심사정 필 산승보납도,沈師正 筆 山僧補衲圖,부산,남구,시립박물관(부산박물관),21,21,0001100000000,N,2112101100000,2022-08-29 17:55:49
0,0,194,5687,시도유형문화유산,류성룡 필 진시무차 초고,柳成龍 筆 陳時務箚 草稿,부산,남구,시립박물관(부산박물관),21,21,0001110000000,N,2112101110000,2022-08-29 17:55:49
0,0,195,5688,시도유형문화유산,백자철화용문호,白磁鐵畵龍文壺,부산,남구,시립박물관(부산박물관),21,21,0001120000000,N,2112101120000,2022-08-29 17:55:49
0,0,196,5690,시도유형문화유산,곤여전도,坤輿全圖,부산,남구,시립박물관(부산박물관),21,21,0001140000000,N,2112101140000,2024-04-24 10:32:19
0,0,197,5691,시도유형문화유산,금정사 목조아미타여래좌상 및 복장유물,金井寺 木造阿彌陀如來坐像 및 服藏遺物,부산,동래구,금정사,21,21,0001150000000,N,2112101150000,2022-08-29 17:55:49
0,0,198,5692,시도유형문화유산,취정사 묘법연화경,鷲井寺 妙法蓮華經,부산,기장군,김＊＊＊,21,21,0001160000000,N,2112101160000,2024-04-24 10:32:20
0,0,199,5693,시도유형문화유산,해광사 선원제전집도서,海光寺 禪源諸詮集都序,부산,기장군,대한불교조계종해광사,21,21,0001170000000,N,2112101170000,2024-04-24 10:32:20
0,0,200,5694,시도유형문화유산,해광사 대방광불화엄경 권23,海光寺 大方廣佛華嚴經 卷23,부산,기장군,대한불교조계종해광사,21,21,0001180000000,N,2112101180000,2024-04-24 10:32:20
0,0,201,5695,시도유형문화유산,석조관음보살좌상,石造觀音菩薩坐像,부산,서구,동아대학교석당박물관,21,21,0001190000000,N,2112101190000,2022-08-29 17:55:50
0,0,202,5696,시도유형문화유산,목조보살좌상,木造菩薩坐像,부산,서구,동아대학교석당박물관,21,21,0001200000000,N,2112101200000,2022-08-29 17:55:50
0,0,203,5697,시도유형문화유산,시왕도,十王圖,부산,서구,동아대학교석당박물관,21,21,0001210000000,N,2112101210000,2022-08-29 17:55:50
0,0,204,5698,시도유형문화유산,동제 화엄경변상도 경상,銅製 華嚴經變相圖 經床,부산,서구,동아대학교석당박물관,21,21,0001220000000,N,2112101220000,2024-04-24 10:32:21
0,0,205,5699,시도유형문화유산,계사명 사리구,癸巳銘 舍利具,부산,서구,동아대학교석당박물관,21,21,0001230000000,N,2112101230000,2022-08-29 17:55:50
0,0,206,5700,시도유형문화유산,전 경주 출토 승사리구,傳 慶州 出土 僧舍利具,부산,서구,동아대학교석당박물관,21,21,0001240000000,N,2112101240000,2022-08-29 17:55:50
0,0,207,5701,시도유형문화유산,박기종 유물 일괄,朴琪淙 遺物 一括,부산,남구,시립박물관(부산박물관),21,21,0001250000000,N,2112101250000,2022-08-29 17:55:50
0,0,208,5702,시도유형문화유산,칠보사 목조관음보살좌상,七寶寺 木造觀音菩薩坐像,부산,서구,칠보사,21,21,0001260000000,N,2112101260000,2022-08-29 17:55:50
0,0,209,5703,시도유형문화유산,황련사 대방광원각수다라요의경,黃蓮寺 大方廣圓覺修多羅了義經,부산,기장군,대＊＊＊,21,21,0001270000000,N,2112101270000,2026-04-17 17:25:03
0,0,210,5704,시도유형문화유산,동래향교 명륜당,東萊鄕校 明倫堂,부산,동래구,동래향교,21,21,0001280000000,N,2112101280000,2024-04-24 10:32:21
0,0,211,5705,시도유형문화유산,폭포사 묘법연화경,瀑布寺 妙法蓮華經,부산,해운대구,폭포사,21,21,0001290000000,N,2112101290000,2022-08-29 17:55:50
0,0,212,5706,시도유형문화유산,금천선원 묘법연화경,金泉禪院 妙法蓮華經,부산,금정구,금천선원,21,21,0001300000000,N,2112101300000,2022-08-29 17:55:50
0,0,213,5707,시도유형문화유산,고불사 묘법연화경,古佛寺 妙法蓮華經,부산,기장군,대한불교조계종고불사,21,21,0001310000000,N,2112101310000,2022-08-29 17:55:51
0,0,214,5708,시도유형문화유산,백운사 묘법연화경 권1-3,白雲寺 妙法蓮華經 卷1-3,부산,해운대구,백운사,21,21,0001320000000,N,2112101320000,2022-08-29 17:55:51
0,0,215,5709,시도유형문화유산,백운사 묘법연화경 권4-7,白雲寺 妙法蓮華經 卷4-7,부산,해운대구,백운사,21,21,0001330000000,N,2112101330000,2022-08-29 17:55:51
0,0,216,5710,시도유형문화유산,진주성도,晋州城圖,부산,서구,동아대학교석당박물관,21,21,0001340000000,N,2112101340000,2022-08-29 17:55:51
0,0,217,5711,시도유형문화유산,거제부도,巨濟府圖,부산,서구,동아대학교석당박물관,21,21,0001350000000,N,2112101350000,2022-08-29 17:55:51
0,0,218,5712,시도유형문화유산,분청사기 마흥목처 신반진씨 지석,粉靑沙器 馬興牧妻 新反陳氏 誌石,부산,금정구,부산대학교박물관,21,21,0001360000000,N,2112101360000,2022-10-13 15:25:10
0,0,219,15336,시도유형문화유산,자치통감강목,資治通鑑綱目,부산,해운대구,원＊＊＊,21,21,0001370000000,N,2112101370000,2022-08-29 17:55:51
0,0,220,15337,시도유형문화유산,백련사 약사유리광여래본원공덕경,白蓮寺 藥師琉璃光如來本願功德經,부산,남구,백련사,21,21,0001380000000,N,2112101380000,2024-04-24 10:32:21
0,0,221,15338,시도유형문화유산,범어사 사자암 석조보살좌상,梵魚寺 獅子庵 石造菩薩坐像,부산,금정구,대한불교조계종범어사,21,21,0001390000000,N,2112101390000,2022-08-29 17:55:51
0,0,222,15339,시도유형문화유산,청동북,靑銅金鼓,부산,서구,동아대학교석당박물관,21,21,0001400000000,N,2112101400000,2024-04-24 10:32:21
0,0,223,15344,시도유형문화유산,범어사 원효암 아미타삼존도,梵魚寺 元曉庵 阿彌陀三尊圖,부산,금정구,범어사성보박물관,21,21,0001410000000,N,2112101410000,2022-08-29 17:55:51
0,0,224,15345,시도유형문화유산,아미타내영도,阿彌陀來迎圖,부산,금정구,부산대학교박물관,21,21,0001420000000,N,2112101420000,2022-10-13 15:25:03
0,0,225,15346,시도유형문화유산,칠성도,七星圖,부산,금정구,부산대학교박물관,21,21,0001430000000,N,2112101430000,2022-10-13 15:25:03
0,0,226,15347,시도유형문화유산,목조아미타여래좌상,木造阿彌陀如來坐像,부산,금정구,부산대학교박물관,21,21,0001440000000,N,2112101440000,2024-04-24 10:32:22
0,0,227,15348,시도유형문화유산,삼광사 석조여래좌상,三光寺 石造如來坐像,부산,부산진구,삼광사,21,21,0001450000000,N,2112101450000,2023-11-10 11:25:03
0,0,228,16408,시도유형문화유산,해동용궁사 금강반야바라밀경론,海東龍宮寺 金剛般若波羅密經論,부산,기장군,대＊＊＊,21,21,0001470000000,N,2112101470000,2022-08-29 17:55:52
0,0,229,16409,시도유형문화유산,해동용궁사 성가니분노금강동자보살성취의궤경,海東龍宮寺 聖迦尼忿怒金剛童子菩薩成就儀軌經,부산,기장군,대＊＊＊,21,21,0001480000000,N,2112101480000,2024-04-24 10:32:22
0,0,230,17570,시도유형문화유산,해운정사 전법게,,부산,해운대구,해＊＊＊,21,21,0001490000000,N,2112101490000,2022-08-29 17:55:52
0,0,231,16410,시도유형문화유산,해동용궁사 목조여래좌상,海東龍宮寺 木造如來坐像,부산,기장군,대＊＊＊,21,21,0001500000000,N,2112101500000,2026-04-17 17:25:02
0,0,232,16414,시도유형문화유산,자비암 육경합부,慈悲庵 六經合部,부산,동래구,자＊＊＊,21,21,0001510000000,N,2112101510000,2022-08-29 17:55:52
0,0,233,16415,시도유형문화유산,자비암 선림보훈,慈悲庵 禪林寶訓,부산,동래구,자＊＊＊,21,21,0001520000000,N,2112101520000,2022-08-29 17:55:52
35.244171030098,129.212149845806,234,16527,시도유형문화유산,기장 장관청,機張 將官廳,부산,기장군,부산광역시 기장군,21,21,0001530000000,N,2112101530000,2024-04-24 10:32:22
0,0,235,17571,시도유형문화유산,금동십일면관음보살좌상,金銅十一面觀音菩薩坐像,부산,금정구,부산대학교박물관,21,21,0001540000000,N,2112101540000,2022-10-13 15:25:10
0,0,236,17138,시도유형문화유산,범어사 비로전,梵魚寺 毘盧殿,부산,금정구,대한불교조계종범어사,21,21,0001550000000,N,2112101550000,2024-04-24 10:32:23
0,0,237,17139,시도유형문화유산,범어사 미륵전,梵魚寺 彌勒殿,부산,금정구,대한불교조계종범어사,21,21,0001560000000,N,2112101560000,2024-04-24 10:32:23
0,0,238,16587,시도유형문화유산,금동관음보살좌상,金銅觀音菩薩坐像,부산,남구,시립박물관(부산박물관),21,21,0001570000000,N,2112101570000,2022-08-29 17:55:52
0,0,239,16588,시도유형문화유산,목조지장보살좌상,木造地藏菩薩坐像,부산,남구,시립박물관(부산박물관),21,21,0001580000000,N,2112101580000,2022-08-29 17:55:52
0,0,240,16589,시도유형문화유산,목조여래좌상,木造如來坐像,부산,남구,시립박물관(부산박물관),21,21,0001590000000,N,2112101590000,2022-08-29 17:55:53
0,0,241,16590,시도유형문화유산,목조여래좌상,木造如來坐像,부산,남구,시립박물관(부산박물관),21,21,0001600000000,N,2112101600000,2022-08-29 17:55:53
0,0,242,16586,시도유형문화유산,목조아미타여래좌상,木造阿彌陀如來坐像,부산,남구,시립박물관(부산박물관),21,21,0001610000000,N,2112101610000,2022-08-29 17:55:53
0,0,243,17174,시도유형문화유산,동래무청선생안,東萊武廳先生案,부산,동래구,충렬사관리사무소,21,21,0001620000000,N,2112101620000,2022-08-29 17:55:53
0,0,244,17175,시도유형문화유산,경상좌수영선생안,慶尙左水營先生案,부산,동래구,충렬사관리사무소,21,21,0001630000000,N,2112101630000,2024-04-24 10:32:23
0,0,245,17176,시도유형문화유산,다대진선생안,多大鎭先生案,부산,동래구,충렬사관리사무소,21,21,0001640000000,N,2112101640000,2024-04-24 10:32:24
0,0,246,16814,시도유형문화유산,용적사 신중도,,부산,강서구,용적사,21,21,0001650000000,N,2112101650000,2022-09-09 14:25:03
0,0,247,17572,시도유형문화유산,훈몽자회 책판,訓蒙字會 冊板,부산,금정구,부산대학교박물관,21,21,0001660000000,N,2112101660000,2024-04-24 10:32:24
0,0,248,17573,시도유형문화유산,범어사 극락암 칠성도,梵魚寺 極樂庵 七星圖,부산,금정구,대＊＊＊,21,21,0001670000000,N,2112101670000,2024-04-24 10:32:24
0,0,249,17574,시도유형문화유산,승자총통,勝字銃筒,부산,금정구,부＊＊＊,21,21,0001680000000,N,2112101680000,2024-04-24 10:32:25
0,0,250,17575,시도유형문화유산,고불사 목조여래좌상,古佛寺 木造如來坐像,부산,기장군,대한불교조계종고불사,21,21,0001690000000,N,2112101690000,2022-08-29 17:55:53
0,0,251,16812,시도유형문화유산,청동북,靑銅金鼓,부산,남구,시립박물관(부산박물관),21,21,0001700000000,N,2112101700000,2024-04-24 10:32:25
0,0,252,17576,시도유형문화유산,장안사 예수시왕생칠재의찬요,預修十王生七齋儀纂要,부산,기장군,대＊＊＊,21,21,0001710000000,N,2112101710000,2022-08-29 17:55:53
0,0,253,17577,시도유형문화유산,장안사 응진전 석조석가여래삼존상 복장물 일괄,長安寺 應眞殿 石造釋迦如來三尊坐像 腹藏物 一括,부산,기장군,대＊＊＊,21,21,0001720000000,N,2112101720000,2022-08-29 17:55:53
0,0,254,17578,시도유형문화유산,범어사 원효암 목조관음보살좌상 복장유물 일괄,梵魚寺 元曉庵 木造觀音菩薩坐像 腹藏物 一括,부산,금정구,대＊＊＊,21,21,0001730000000,N,2112101730000,2024-04-24 10:32:25
0,0,255,17579,시도유형문화유산,감지금니묘법연화경,紺紙金泥妙法蓮華經,부산,기장군,정＊＊＊,21,21,0001740000000,N,2112101740000,2022-08-29 17:55:54
0,0,256,17580,시도유형문화유산,삼층석탑,三層石塔,부산,금정구,현＊＊＊,21,21,0001750000000,N,2112101750000,2024-04-24 10:32:26
0,0,257,17266,시도유형문화유산,범어사 목조팔각불감,梵魚寺 木造八角佛龕,부산,금정구,대한불교조계종범어사,21,21,0001760000000,N,2112101760000,2022-08-29 17:55:54
0,0,258,17267,시도유형문화유산,설뫼탐진안씨분재기,立山耽津安氏分財記,부산,금정구,부산대학교도서관,21,21,0001770000000,N,2112101770000,2022-08-29 17:55:54
0,0,259,17268,시도유형문화유산,범어사 삼불연,梵魚寺 三佛輦,부산,금정구,대한불교조계종범어사,21,21,0001780000000,N,2112101780000,2024-04-24 10:32:26
0,0,260,17137,시도유형문화유산,몽산화상 육도보설,蒙山和尙 六道普說,부산,기장군,대＊＊＊,21,21,0001790000000,N,2112101790000,2026-04-17 17:25:02
0,0,261,17357,시도유형문화유산,원수명 가죽투구와 갑옷,元帥名 皮冑와 甲 肩龍,부산,서구,동아대학교석당박물관,21,21,0001800000000,N,2112101800000,2024-04-24 10:32:26
0,0,262,17196,시도유형문화유산,부산박물관 백자청화운룡문호,釜山博物館 白磁靑畵雲龍文壺,부산,남구,시립박물관(부산박물관),21,21,0001810000000,N,2112101810000,2024-04-24 10:32:27
0,0,263,17358,시도유형문화유산,동아대학교 명현초상 일괄,東亞大學校 名賢肖像一括,부산,서구,동아대학교석당박물관,21,21,0001820000000,N,2112101820000,2022-08-29 17:55:54
0,0,264,17359,시도유형문화유산,해주도 병풍,海州圖 屛風,부산,서구,동아대학교석당박물관,21,21,0001830000000,N,2112101830000,2022-08-29 17:55:54
0,0,265,17581,시도유형문화유산,범어사 원효대사 진영,梵魚寺 元曉大師 眞影,부산,금정구,대＊＊＊,21,21,0001840000000,N,2112101840000,2022-08-29 17:55:54
0,0,266,17337,시도유형문화유산,범어사 사명대사 진영,梵魚寺 泗溟大師 眞影,부산,금정구,대한불교조계종범어사,21,21,0001850000000,N,2112101850000,2022-08-29 17:55:54
0,0,267,17338,시도유형문화유산,범어사 고승 진영,梵魚寺 高僧 眞影,부산,금정구,대한불교조계종범어사,21,21,0001860000000,N,2112101860000,2024-04-24 10:32:27
0,0,268,17356,시도유형문화유산,민건호 필사본 일괄,閔建鎬 筆寫本 一括,부산,남구,시립박물관(부산박물관),21,21,0001870000000,N,2112101870000,2022-08-29 17:55:54
0,0,269,17339,시도유형문화유산,대동여지도,大東輿地圖,부산,금정구,부산대학교도서관,21,21,0001880000000,N,2112101880000,2024-04-24 10:32:27
0,0,270,17566,시도유형문화유산,장안사 명부전 석조지장삼존 및 시왕상 복장유물,長安寺 冥府殿 石造 地藏三尊 및 十王像 腹藏遺物,부산,기장군,대한불교조계종범어사(성보박물관),21,21,0001890000000,N,2112101890000,2024-04-24 10:32:28
0,0,271,17551,시도유형문화유산,관세음보살도 및 목제감,觀音菩薩圖 및 木製龕,부산,남구,시립박물관(부산박물관),21,21,0001900000000,N,2112101900000,2022-08-29 17:55:55
0,0,272,17470,시도유형문화유산,의령 금란계안,宜寧 金蘭稧案,부산,금정구,부산대학교도서관,21,21,0001910000000,N,2112101910000,2022-08-29 17:55:55
0,0,273,19524,시도유형문화유산,백자 달항아리,白磁 壺,부산,수영구,현＊＊＊,21,21,0001920000000,N,2112101920000,2024-04-24 10:32:28
0,0,274,18093,시도유형문화유산,전등사 목조아미타여래좌상,傳燈寺 木造阿彌陀如來坐像,부산,동래구,전＊＊＊,21,21,0001930000000,N,2112101930000,2024-04-24 10:32:28
0,0,275,19610,시도유형문화유산,나전함,,부산,남구,시립박물관(부산박물관),21,21,0001940000000,N,2112101940000,2022-08-29 17:55:55
0,0,276,19611,시도유형문화유산,임오명 어피인장함,,부산,남구,시립박물관(부산박물관),21,21,0001950000000,N,2112101950000,2022-08-29 17:55:55
0,0,277,19612,시도유형문화유산,어피인장함,,부산,남구,시립박물관(부산박물관),21,21,0001960000000,N,2112101960000,2022-08-29 17:55:55
0,0,278,19981,시도유형문화유산,해동용궁사 목조보살좌상,海東龍宮寺 木造菩薩坐像,부산,기장군,대한불교조계종해동용궁사,21,21,0001970000000,N,2112101970000,2022-08-29 17:55:55
0,0,279,18196,시도유형문화유산,이덕형 초상 초본,李德馨 肖像 初本,부산,서구,동아대학교석당박물관,21,21,0001980000000,N,2112101980000,2022-08-29 17:55:55
0,0,280,19614,시도유형문화유산,도기 집모양 명기,,부산,기장군,시＊＊＊,21,21,0001990000000,N,2112101990000,2024-10-21 15:25:18
0,0,281,19613,시도유형문화유산,한글조선전도,,부산,영도구,국립해양박물관,21,21,0002000000000,N,2112102000000,2022-08-29 17:55:55
0,0,282,18195,시도유형문화유산,원오사 고봉화상선요,圓悟寺 高峰和尙禪要,부산,해운대구,원오사,21,21,0002010000000,N,2112102010000,2024-04-24 10:32:28
0,0,283,18197,시도유형문화유산,정선 필 청풍계지각,鄭敾 筆 淸風溪池閣,부산,서구,동아대학교석당박물관,21,21,0002020000000,N,2112102020000,2024-04-24 10:32:29
0,0,284,18243,시도유형문화유산,법계성범수륙승회수재의궤,法界聖凡水陸勝會修齋儀軌,부산,서구,동아대학교석당박물관,21,21,0002030000000,N,2112102030000,2022-08-29 17:55:56
0,0,285,19618,시도유형문화유산,김두량 필 삽살개,金斗樑 筆 犬圖,부산,수영구,현＊＊＊,21,21,0002040000000,N,2112102040000,2023-06-02 11:25:03
0,0,286,19980,시도유형문화유산,고불사 대장일람집 권7~10,古佛寺 大藏一覽集 券七~十,부산,기장군,대＊＊＊,21,21,0002050000000,N,2112102050000,2022-08-29 17:55:56
0,0,287,19982,시도유형문화유산,고불사 불조역대통재 권1~12,古佛寺 佛祖歷代通載 券一~十二,부산,기장군,대＊＊＊,21,21,0002060000000,N,2112102060000,2022-08-29 17:55:56
0,0,288,19983,시도유형문화유산,고불사 불설대보부모은중경,古佛寺 佛說大報父母㤙重經,부산,기장군,대한불교조계종고불사,21,21,0002070000000,N,2112102070000,2024-04-24 10:32:29
0,0,289,19689,시도유형문화유산,이원찬 필 호도,,부산,영도구,국립해양박물관,21,21,0002080000000,N,2112102080000,2022-08-29 17:55:56
