경도,국가,국명,분류체계,위도,지역,채집일,학명,해역
126.378883,대한민국,두가시걸쇠뿔노벌레,Pontellidae > Labidocera > Labidocera rotunda,35.770287,대한민국 전라북도 군산시,2011-05-18,Labidocera rotunda,서해
126.442780,대한민국,,Priestia megaterium,37.270000,대한민국 인천광역시 옹진군,2003-03-20,Priestia megaterium,서해
126.448708,대한민국,두가시걸쇠뿔노벌레,Pontellidae > Labidocera > Labidocera rotunda,35.803493,대한민국 전라북도 군산시,2011-05-18,Labidocera rotunda,서해
126.442780,대한민국,,Priestia megaterium,37.270000,대한민국 인천광역시 옹진군,2003-03-20,Priestia megaterium,서해
128.895493,대한민국,각시노벌레,Sinocalanus tenellus,35.109184,대한민국 부산광역시,2011-09-27,Sinocalanus tenellus,남해동부
128.809631,대한민국,각시노벌레,Sinocalanus tenellus,37.912373,대한민국 강원도 강릉시,2011-10-14,Sinocalanus tenellus,동해중부
128.551315,대한민국,진흙새우,Pleocyemata > Caridea > Crangonoidea > Crangonidae > Argis > Argis lar,38.423447,대한민국 동해 #55-1,2024-08-19,Argis lar,동해중부
126.157143,대한민국,꽃부채게,Xanthoidea > Xanthidae > Xanthinae > Macromedaeus > Macromedaeus distinguendus,36.829445,대한민국 충청남도 태안군 소원면 의항해수욕장,2021-05-11,Macromedaeus distinguendus,서해
129.568665,대한민국,끄덕새우,Rhynchocinetidae > Rhynchocinetes > Rhynchocinetes uritai,35.997890,대한민국 경상북도 포항시 남구 구룡포읍 구룡포항,2024-04-24,Rhynchocinetes uritai,동해남부
129.494705,대한민국,뾰족걸쇠뿔노벌레,Pontellidae > Labidocera > Labidocera acuta,35.633911,대한민국 경상북도 경주시,2010-08-21,Labidocera acuta,동해남부
127.739716,대한민국,,Pseudalkalibacillus hwajinpoensis,34.946945,대한민국 전라남도 광양시 태인동,1994-06-15,Pseudalkalibacillus hwajinpoensis,남해서부
126.738632,대한민국,부채새우,Scyllaridae > Ibacinae > Ibacus > Ibacus ciliatus,32.595139,대한민국 제주근해 #243-8,2024-08-11,Ibacus ciliatus,남해서부
126.876366,대한민국,두드럭게,Pleocyemata > Brachyura > Majoidea > Majidae > Majinae > Leptomithrax > Leptomithrax edwardsii,32.676418,대한민국 제주근해 #243-6,2024-08-11,Leptomithrax edwardsii,남해서부
128.059723,대한민국,두드러기부채게,Xanthoidea > Xanthidae > Euxanthinae > Medaeops > Medaeops granulosus,34.682777,대한민국 경상남도 남해군 미조면 고도,2024-05-29,Medaeops granulosus,남해동부
125.325500,대한민국,긴집게발게,Pleocyemata > Brachyura > Majoidea > Oregoniidae > Oregoniinae > Oregonia > Oregonia gracilis,34.801334,대한민국 서해,2013-10-14,Oregonia gracilis,서해
126.413361,대한민국,,Protista > Bacillariophyta > Mediophyceae > Chaetocerotales > Chaetocerotaceae > Chaetoceros > Chaetoceros didymus,34.783993,대한민국 전라북도 군산시,2010-08-26,Chaetoceros didymus,남해서부
126.250275,대한민국,줄무늬갯고사리,Echinodermata > Crinoidea > Comatulida > Colobometridae > Cyllometra > Cyllometra manca,33.214710,대한민국 제주특별자치도 서귀포시 대정읍,2017-07-12,Cyllometra manca,남해서부
126.042252,대한민국,위볼록배검물벼룩,Oncaeidae > Oncaea > Oncaea venusta venusta,34.347382,대한민국 전라남도 진도군,2011-05-15,Oncaea venusta venusta,남해서부
129.376053,대한민국,작은구슬산호말,Rhodophyta > Florideophyceae > Corallinales > Corallinaceae > Corallina > Corallina pilulifera,37.113770,대한민국 경상북도 울진군 북면,2014-02-25,Corallina pilulifera,동해중부
126.748451,대한민국,,Stephanodiscales > Stephanodiscaceae > Cyclotella > Cyclotella litoralis,37.007271,대한민국 경기도 평택시,2010-08-28,Cyclotella litoralis,서해
129.422882,대한민국,보통주정노벌레,Undinula vulgaris,37.096100,대한민국 경상북도 울진군,2011-09-28,Undinula vulgaris,동해중부
129.454224,대한민국,보통주정노벌레,Undinula vulgaris,37.089924,대한민국 경상북도 울진군,2011-09-28,Undinula vulgaris,동해중부
129.444031,대한민국,보통주정노벌레,Undinula vulgaris,37.090122,대한민국 경상북도 울진군,2011-09-28,Undinula vulgaris,동해중부
126.384613,대한민국,,Stephanopyxis palmeriana,34.777924,대한민국 전라남도 목포시,2010-08-26,Stephanopyxis palmeriana,남해서부
129.376053,대한민국,작은구슬산호말,Rhodophyta > Florideophyceae > Corallinales > Corallinaceae > Corallina > Corallina pilulifera,37.113770,대한민국 경상북도 울진군 북면,2014-02-25,Corallina pilulifera,동해중부
129.455627,대한민국,,Protista > Bacillariophyta > Mediophyceae > Hemiaulales > Hemiaulaceae > Hemiaulus > Hemiaulus chinensis,36.680836,대한민국 경상북도 울진군 후포면 후포리,2012-09-05,Hemiaulus chinensis,동해중부
125.982857,대한민국,,Watersiporidae > Watersipora > Watersipora subatra,36.118370,대한민국 전라북도 군산시 옥도면 어청도,2021-04-23,Watersipora subatra,서해
129.570419,대한민국,작은구슬산호말,Rhodophyta > Florideophyceae > Corallinales > Corallinaceae > Corallina > Corallina pilulifera,36.077202,대한민국 경상북도 포항시 남구 호미곶면,2013-10-12,Corallina pilulifera,동해남부
126.411781,대한민국,주름가시돌잎,Spongitaceae > Neogoniolithon > Neogoniolithon setchellii,33.490807,대한민국 제주특별자치도 제주시 애월읍,2013-04-11,Neogoniolithon setchellii,남해서부
126.169395,대한민국,수정긴털용선충,Prochaetosoma sujungi,33.344032,대한민국 제주특별자치도 제주시 한경면 조간대,2015-05-21,Prochaetosoma sujungi,남해서부
127.663612,대한민국,,Pseudomonadota > Gammaproteobacteria > Oceanospirillales > Halomonadaceae > Cobetia > Cobetia amphilecti,34.755833,대한민국 전라남도 여수시 시전동,2002-03-08,Cobetia amphilecti,남해서부
128.770782,대한민국,윌슨낫벌레,Ergasilus wilsoni,37.950607,대한민국 강원도 양양군 현남면 전포매리,2012-05-02,Ergasilus wilsoni,동해중부
129.437378,대한민국,별불가사리,Valvatida > Asterinidae > Patiria > Patiria pectinifera,37.059025,대한민국 경상북도 울진군 죽변면,2013-11-13,Patiria pectinifera,동해중부
129.317657,대한민국,마디잘록이,Rhodymeniales > Lomentariaceae > Fushitsunagia > Fushitsunagia catenata,37.290668,대한민국 강원도 삼척시 근덕면,2017-10-17,Fushitsunagia catenata,동해중부
126.544601,대한민국,나무꼴애기산호말,Rhodophyta > Florideophyceae > Corallinales > Corallinaceae > Jania > Jania arborescens,33.238876,대한민국 제주특별자치도 서귀포시,2013-07-12,Jania arborescens,남해서부
126.369797,대한민국,게가재,Pleocyemata > Anomura > Hippoidea > Blepharipodidae > Blepharipoda > Blepharipoda liberata,36.265800,대한민국 충청남도 보령시 웅천읍 용섬,2021-05-12,Blepharipoda liberata,서해
126.369797,대한민국,게가재,Pleocyemata > Anomura > Hippoidea > Blepharipodidae > Blepharipoda > Blepharipoda liberata,36.265800,대한민국 충청남도 보령시 웅천읍 용섬,2021-05-12,Blepharipoda liberata,서해
126.308029,대한민국,,Pleosporales > Didymellaceae > Epicoccum > Epicoccum nigrum,35.066971,대한민국 전라남도 무안군 해제면,2014-03-15,Epicoccum nigrum,서해
129.317657,대한민국,잔가시모자반,Sargassum micracanthum,37.290668,대한민국 강원도 삼척시 근덕면,2017-10-17,Sargassum micracanthum,동해중부
126.178192,대한민국,태평작은노벌레,Odontacartia > Acartia (Odontacartia) pacifica,36.850792,대한민국 충청남도 태안군,2011-08-30,Acartia (Odontacartia) pacifica,서해
126.265617,대한민국,태평작은노벌레,Odontacartia > Acartia (Odontacartia) pacifica,37.642384,대한민국 인천광역시 강화군,2011-07-01,Acartia (Odontacartia) pacifica,서해
126.351898,대한민국,태평작은노벌레,Odontacartia > Acartia (Odontacartia) pacifica,37.635868,대한민국 인천광역시 강화군,2011-07-01,Acartia (Odontacartia) pacifica,서해
128.854401,대한민국,,Fungi > Ascomycota > Eurotiomycetes > Eurotiales > Aspergillaceae > Aspergillus > Aspergillus luchuensis,37.858555,대한민국 강원도 강릉시 연곡면 연곡면,2016-08-02,Aspergillus luchuensis,동해중부
127.739716,대한민국,,Caryophanales > Bacillaceae > Bacillus > Bacillus mobilis,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Bacillus mobilis,남해서부
127.767227,대한민국,,Penicillium citrinum,34.818890,대한민국 전라남도 여수시,2014-03-15,Penicillium citrinum,남해서부
127.767227,대한민국,,Penicillium citrinum,34.818890,대한민국 전라남도 여수시,2014-03-15,Penicillium citrinum,남해서부
127.739716,대한민국,,Stappiaceae > Roseibium > Roseibium aggregatum,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Roseibium aggregatum,남해서부
129.376129,대한민국,뚱뚱이짚신고둥,Mollusca > Gastropoda > Littorinimorpha > Calyptraeidae > Crepidula > Crepidula onyx,37.113205,대한민국 경상북도 울진군 북면 석호항,2024-04-22,Crepidula onyx,동해중부
127.663612,대한민국,,Rossellomorea aquimaris,34.755833,대한민국 전라남도 여수시 시전동,2002-03-08,Rossellomorea aquimaris,남해서부
127.663612,대한민국,,Caryophanales > Bacillaceae > Bacillus > Bacillus altitudinis,34.755833,대한민국 전라남도 여수시 시전동,2002-03-08,Bacillus altitudinis,남해서부
129.634888,대한민국,뾰족걸쇠뿔노벌레,Pontellidae > Labidocera > Labidocera acuta,35.870552,대한민국 경상북도 경주시,2010-08-21,Labidocera acuta,동해남부
126.235039,대한민국,참갈고리풀,Rhodophyta > Florideophyceae > Bonnemaisoniales > Bonnemaisoniaceae > Bonnemaisonia > Bonnemaisonia hamifera,33.391674,대한민국 제주특별자치도 제주시 한림읍 협재,2024-03-11,Bonnemaisonia hamifera,남해서부
129.583878,대한민국,작은꼬마긴눈집게,Pleocyemata > Anomura > Paguroidea > Diogenidae > Areopaguristes > Areopaguristes japonicus,36.001110,대한민국 경상북도 포항시 남구 구룡포읍 삼정,2024-06-13,Areopaguristes japonicus,동해남부
126.597374,대한민국,해면살이새우,Thaumastocaris streptopus,33.231808,대한민국 제주근해 섶섬,2023-11-23,Thaumastocaris streptopus,남해서부
126.442780,대한민국,,Halobacillus dabanensis,37.270000,대한민국 인천광역시 옹진군,2003-03-10,Halobacillus dabanensis,서해
126.527000,대한민국,,Protista > Bacillariophyta > Bacillariophyceae > Naviculales > Naviculaceae > Caloneis > Caloneis crassa,36.221111,대한민국 충청남도 보령시 웅천읍,2021-04-13,Caloneis crassa,서해
126.469131,대한민국,,Watersiporidae > Watersipora > Watersipora subatra,35.622414,대한민국 전라북도 부안군 변산면 격포항,2021-04-29,Watersipora subatra,서해
126.515831,대한민국,긴자루구슬모자반,Sargassum yendoi,33.215557,대한민국 제주특별자치도 서귀포시,2011-07-11,Sargassum yendoi,남해서부
129.484726,대한민국,미더덕,Styelidae > Styela > Styela clava,36.691391,대한민국 경상북도 울진군 평해읍 냉동선,2024-06-12,Styela clava,동해중부
126.442780,대한민국,,Stappiaceae > Pseudovibrio > Pseudovibrio ascidiaceicola,37.270000,대한민국 인천광역시 옹진군,2003-03-10,Pseudovibrio ascidiaceicola,서해
125.861664,대한민국,남일본곤쟁이,Orientomysis okayamaensis,36.665558,대한민국 충청남도 태안군 근흥면 궁시도,2021-04-27,Orientomysis okayamaensis,서해
126.371391,대한민국,,Timarete posteria,37.447308,대한민국 인천광역시 중구,2021-04-15,Timarete posteria,서해
126.371391,대한민국,우산석회관갯지렁이,Serpulidae > Hydroides > Hydroides ezoensis,37.447308,대한민국 인천광역시 중구,2021-04-15,Hydroides ezoensis,서해
126.359024,대한민국,빛꽃갯지렁이,Sabellidae > Chone > Chone infundibuliformis,36.422085,대한민국 충청남도 태안군 고남면,2021-09-09,Chone infundibuliformis,서해
129.051727,대한민국,,Trichobranchidae > Terebellides > Terebellides horikoshii,37.708000,대한민국 강원도,2014-02-01,Terebellides horikoshii,동해중부
127.739716,대한민국,,Planococcus okeanokoites,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Planococcus okeanokoites,남해서부
127.739716,대한민국,,Caryophanales > Bacillaceae > Bacillus > Bacillus safensis subsp. safensis,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Bacillus safensis subsp. safensis,남해서부
129.421432,대한민국,물메기,Teleostei > Scorpaeniformes > Liparidae > Liparis > Liparis tessellatus,37.055897,대한민국 경상북도 울진군,2016-08-20,Liparis tessellatus,동해중부
128.951157,대한민국,톱날입진짜종소모충,Tintinnidae > Eutintinnus > Eutintinnus rectus,37.772167,대한민국 강원도 강릉시 강릉항,2017-04-28,Eutintinnus rectus,동해중부
128.951157,대한민국,민부풀음벌집소모충,Tintinnida > Ptychocylididae > Favella > Favella ehrenbergii,37.772167,대한민국 강원도 강릉시 강릉항,2017-06-15,Favella ehrenbergii,동해중부
128.951157,대한민국,민부풀음벌집소모충,Tintinnida > Ptychocylididae > Favella > Favella ehrenbergii,37.772167,대한민국 강원도 강릉시 강릉항,2017-06-15,Favella ehrenbergii,동해중부
126.363945,대한민국,조개치레,Pleocyemata > Brachyura > Dorippoidea > Dorippidae > Heikeopsis > Heikeopsis japonica,36.240612,대한민국 충청남도 보령시 오천면 용섬,2021-09-10,Heikeopsis japonica,서해
125.984566,대한민국,,Nematoda > Enoplea > Enoplida > Anticomidae > Anticoma > Anticoma elegans,36.121372,대한민국 전라북도 군산시 옥도면 조간대,2016-03-31,Anticoma elegans,서해
127.739716,대한민국,,Rossellomorea marisflavi,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Rossellomorea marisflavi,남해서부
127.908081,대한민국,구멍갈파래,Ulvophyceae > Ulvales > Ulvaceae > Ulva > Ulva australis,34.750305,대한민국 경상남도 남해군 남면,2015-03-20,Ulva australis,남해동부
126.606094,대한민국,곰소검물벼룩붙이,Hemicyclops gomsoensis,37.229294,대한민국 경기도 안산시,2012-05-17,Hemicyclops gomsoensis,서해
128.953064,대한민국,,Serpulidae > Ficopomatus > Ficopomatus enigmaticus,35.105145,대한민국 부산광역시 사하구,2014-05-22,Ficopomatus enigmaticus,남해동부
127.739716,대한민국,,Micrococcales > Microbacteriaceae > Microbacterium > Microbacterium esteraromaticum,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Microbacterium esteraromaticum,남해서부
127.739716,대한민국,,Pseudomonadota > Gammaproteobacteria > Oceanospirillales > Halomonadaceae > Halomonas > Halomonas alkaliantarctica,34.946945,대한민국 전라남도 광양시 태인동,2002-03-08,Halomonas alkaliantarctica,남해서부
126.701500,대한민국,모란갈파래,Ulvophyceae > Ulvales > Ulvaceae > Ulva > Ulva conglobata,34.296329,대한민국 전라남도 완도군 완도읍,2014-03-03,Ulva conglobata,남해서부
126.922180,대한민국,헐렁대마디말,Ulvophyceae > Cladophorales > Cladophoraceae > Cladophora > Cladophora hutchinsioides,34.392895,대한민국 전라남도 완도군 약산면,2015-07-20,Cladophora hutchinsioides,남해서부
126.606094,대한민국,곰소검물벼룩붙이,Hemicyclops gomsoensis,37.229294,대한민국 경기도 안산시,2012-05-17,Hemicyclops gomsoensis,서해
130.933533,대한민국,,Polychaeta > Not assigned > Paraonidae > Aricidea > Acmira > Aricidea (Acmira) catherinae,37.536465,대한민국 경상북도 울릉군 울릉읍,2013-05-13,Aricidea (Acmira) catherinae,동해중부
126.265778,대한민국,낫대마디말,Ulvophyceae > Cladophorales > Cladophoraceae > Lychaete > Lychaete dotyana,33.115665,대한민국 제주특별자치도 서귀포시 대정읍,2014-07-29,Lychaete dotyana,남해서부
126.224174,대한민국,가는잎송진내,Rhodophyta > Florideophyceae > Gigartinales > Rhizophyllidaceae > Portieria > Portieria hornemannii,33.419659,대한민국 제주특별자치도 제주시 한림읍,2018-10-16,Portieria hornemannii,남해서부
126.545944,대한민국,털보꼬마풀게,Varunidae > Hemigrapsus > Hemigrapsus sinensis,35.586128,대한민국 전라북도 부안군 진서면,2021-03-15,Hemigrapsus sinensis,서해
126.447098,대한민국,애기가시덤불,Rhodophyta > Florideophyceae > Gigartinales > Caulacanthaceae > Caulacanthus > Caulacanthus okamurae,35.810745,대한민국 전라북도 군산시 옥도면,2021-02-16,Caulacanthus okamurae,서해
126.117111,대한민국,세줄고리버들갯지렁이,Polychaeta > Not assigned > Capitellidae > Heteromastus > Heteromastus koreanus,35.141808,대한민국 전라남도 신안군 임자면,2021-07-22,Heteromastus koreanus,서해
129.377319,대한민국,긴까막살,Rhodophyta > Florideophyceae > Halymeniales > Halymeniaceae > Grateloupia > Grateloupia elata,36.270683,대한민국 경상북도 영덕군 남정면,2018-07-11,Grateloupia elata,동해남부
126.470833,대한민국,옴부채게,Xanthoidea > Xanthidae > Actaeinae > Actaea > Actaea semblatae,33.513054,대한민국 제주특별자치도 제주시 풋섬여,2024-07-23,Actaea semblatae,남해서부
126.260376,대한민국,유착깃해면,Porifera > Demospongiae > Poecilosclerida > Mycalidae > Mycale > Mycale nullarosette,33.203468,대한민국 제주특별자치도 서귀포시 대정읍,2018-08-01,Mycale nullarosette,남해서부
126.235039,대한민국,애기마디잘록이,Yendoa hakodatensis,33.391674,대한민국 제주특별자치도 제주시 한림읍 협재,2024-03-11,Yendoa hakodatensis,남해서부
126.235039,대한민국,갈색대마디말,Ulvophyceae > Cladophorales > Cladophoraceae > Cladophora > Cladophora wrightiana var. minor,33.391674,대한민국 제주특별자치도 제주시 한림읍 협재,2024-03-11,Cladophora wrightiana var. minor,남해서부
126.474190,대한민국,,Rhaphoneidales > Asterionellopsidaceae > Asterionellopsis > Asterionellopsis glacialis,35.823360,대한민국 전라북도 군산시 옥도면,2021-06-01,Asterionellopsis glacialis,서해
129.473663,대한민국,왜좁쌀무늬고둥,Neogastropoda > Nassariidae > Nassarius > Nassarius multigranosus,36.724396,대한민국 경상북도 울진군 평해읍 직산항 주변,2024-04-23,Nassarius multigranosus,동해중부
129.395996,대한민국,뿔두드럭고둥,Reishia luteostoma,36.143250,대한민국 경상북도 포항시 북구 흥해읍 칠포항 주변,2024-04-24,Reishia luteostoma,동해남부
129.384491,대한민국,그물바구니,Scytosiphonaceae > Hydroclathrus > Hydroclathrus clathratus,36.212204,대한민국 경상북도 포항시 북구 청하면 방어리,2024-02-15,Hydroclathrus clathratus,동해남부
128.035065,대한민국,지충이,Sargassum thunbergii,34.730740,대한민국 경상남도 남해군 미조면 초전몽돌해변,2024-02-13,Sargassum thunbergii,남해동부
129.469711,대한민국,털보긴눈집게,Pleocyemata > Anomura > Paguroidea > Diogenidae > Paguristes > Paguristes ortmanni,36.759998,대한민국 경상북도 울진군 기성면 구산항,2024-04-24,Paguristes ortmanni,동해중부
128.084442,대한민국,띠매끈발갯고사리,Zygometridae > Catoptometra > Catoptometra rubroflava,34.499443,대한민국 경상남도 남해군 상주면 세존도 ST.1,2024-05-30,Catoptometra rubroflava,남해동부
129.428146,대한민국,녹색불꽃부채발갯지렁이,Polychaeta > Phyllodocida > Phyllodocidae > Eulalia > Eulalia viridis,37.054958,대한민국 경상북도 울진군 죽변면,2013-08-08,Eulalia viridis,동해중부
128.912491,대한민국,눈전구섬모충,Protista > Ciliophora > Oligohymenophorea > Peniculida > Frontoniidae > Frontonia > Frontonia ocularis,37.797501,대한민국 강원도 강릉시 강문교,2021-06-28,Frontonia ocularis,동해중부
126.526390,대한민국,농게,Tubuca arcuata,37.646946,대한민국 인천광역시 강화군 불은면 강화도,2021-08-24,Tubuca arcuata,서해
128.716827,대한민국,,Travisiidae > Travisia > Travisia forbesii,38.129749,대한민국 강원도 양양군 손양면,2013-09-01,Travisia forbesii,동해중부
131.867783,대한민국,,Oncholaimus tripapillatus,37.239166,대한민국 경상북도 울릉군 울릉읍 조하대,2015-09-22,Oncholaimus tripapillatus,동해중부
126.779396,대한민국,네모부채발갯지렁이,Polychaeta > Phyllodocida > Phyllodocidae > Phyllodoce > Phyllodoce maculata,36.987152,대한민국 충청남도 당진시 송악읍,2012-11-28,Phyllodoce maculata,서해
126.576385,대한민국,고리사슴갯지렁이,Terebellida > Ampharetidae > Amphisamytha > Amphisamytha japonica,37.372776,대한민국 인천광역시 연수구,2010-11-18,Amphisamytha japonica,서해
126.664146,대한민국,가는버들갯지렁이,Polychaeta > Not assigned > Capitellidae > Notomastus > Notomastus latericeus,36.019394,대한민국 충청남도 서천군 장항읍,2014-09-15,Notomastus latericeus,서해
128.953064,대한민국,,Serpulidae > Ficopomatus > Ficopomatus enigmaticus,35.105145,대한민국 부산광역시 사하구,2014-05-22,Ficopomatus enigmaticus,남해동부
126.595680,대한민국,두갈래별난가시갯지렁이,Polychaeta > Not assigned > Paraonidae > Cirrophorus > Cirrophorus furcatus,35.984344,대한민국 전라북도 군산시,2011-07-21,Cirrophorus furcatus,서해
126.041977,대한민국,큰가위손육질꼬리옆새우붙이,Malacostraca > Amphipoda > Ischyroceridae > Jassa > Jassa marmorata,34.911591,대한민국 전라남도 신안군 자은면 고장리,2012-06-04,Jassa marmorata,서해
126.631958,대한민국,,Polychaeta > Phyllodocida > Nereididae > Perinereis > Perinereis aibuhitensis,36.090584,대한민국 충청남도 서천군 종천면,2012-06-27,Perinereis aibuhitensis,서해
128.675888,대한민국,네모부채발갯지렁이,Polychaeta > Phyllodocida > Phyllodocidae > Phyllodoce > Phyllodoce maculata,38.078949,대한민국 강원도 양양군 손양면,2012-03-22,Phyllodoce maculata,동해중부
126.402000,대한민국,짧막뾰족입짠물응애,Trombidiformes > Halacaridae > Copidognathus > Copidognathus curtus,35.828949,대한민국 전라북도 군산시 옥도면 몽돌해수욕장,2020-11-15,Copidognathus curtus,서해
126.544601,대한민국,낭과쩍,Rhodophyta > Florideophyceae > Hapalidiales > Hapalidiaceae > Orthocarpa > Orthocarpa chejuense,33.238876,대한민국 제주특별자치도 서귀포시,2013-07-12,Orthocarpa chejuense,남해서부
126.447098,대한민국,방사무늬돌김,Rhodophyta > Bangiophyceae > Bangiales > Bangiaceae > Pyropia > Pyropia yezoensis,35.810745,대한민국 전라북도 군산시 옥도면,2021-02-16,Pyropia yezoensis,서해
126.344917,대한민국,낭과쩍,Rhodophyta > Florideophyceae > Hapalidiales > Hapalidiaceae > Orthocarpa > Orthocarpa chejuense,33.954010,대한민국 제주특별자치도 제주시 추자면,2013-04-04,Orthocarpa chejuense,남해서부
126.545944,대한민국,사각게,Sesarmidae > Parasesarma > Parasesarma pictum,35.586128,대한민국 전라북도 부안군 진서면,2021-03-15,Parasesarma pictum,서해
126.371391,대한민국,노란솜털갯지렁이,Polychaeta > Eunicida > Eunicidae > Lysidice > Lysidice collaris,37.447308,대한민국 인천광역시 중구,2021-04-14,Lysidice collaris,서해
126.556908,대한민국,긴다리송곳갯지렁이,Polychaeta > Eunicida > Lumbrineridae > Kuwaita > Kuwaita heteropoda,35.549728,대한민국 전라북도 고창군 심원면,2012-06-26,Kuwaita heteropoda,서해
126.432434,대한민국,긴자락송곳갯지렁이,Polychaeta > Eunicida > Lumbrineridae > Lumbrineris > Lumbrineris longifolia,36.481354,대한민국 충청남도 홍성군,2012-05-10,Lumbrineris longifolia,서해
126.142738,대한민국,갈고리석회관갯지렁이,Serpulidae > Hydroides > Hydroides uncinata,36.795723,대한민국 충청남도 태안군 소원면,2013-05-09,Hydroides uncinata,서해
126.501724,대한민국,긴까막살,Rhodophyta > Florideophyceae > Halymeniales > Halymeniaceae > Grateloupia > Grateloupia elata,37.258335,대한민국 인천광역시 옹진군 영흥면,2019-09-03,Grateloupia elata,서해
126.767563,대한민국,긴털바퀴실타래갯지렁이,Terebellida > Cirratulidae > Chaetozone > Chaetozone spinosa,34.474487,대한민국 전라남도 강진군 도암면,2013-06-20,Chaetozone spinosa,남해서부
126.341599,대한민국,,Protodorvillea biarticulata,36.916695,대한민국 충청남도 서산시 팔봉면,2012-11-01,Protodorvillea biarticulata,서해
126.567780,대한민국,길쭉둥근울타리갯지렁이,Sabellida > Sabellariidae > Sabellaria > Sabellaria ishikawai,37.366386,대한민국 인천광역시 중구,2015-02-01,Sabellaria ishikawai,서해
127.908081,대한민국,납작파래,Ulvophyceae > Ulvales > Ulvaceae > Ulva > Ulva compressa,34.750305,대한민국 경상남도 남해군 남면,2015-03-20,Ulva compressa,남해동부
126.465248,대한민국,금발대마디말,Ulvophyceae > Cladophorales > Cladophoraceae > Cladophora > Cladophora vadorum,35.641190,대한민국 전라북도 부안군 변산면,2015-09-24,Cladophora vadorum,서해
126.616417,대한민국,갈색대마디말,Ulvophyceae > Cladophorales > Cladophoraceae > Cladophora > Cladophora wrightiana var. minor,33.537579,대한민국 제주특별자치도 제주시 조천읍,2015-07-07,Cladophora wrightiana var. minor,남해서부
129.544861,대한민국,염주말,Ulvophyceae > Cladophorales > Cladophoraceae > Chaetomorpha > Chaetomorpha moniligera,36.076527,대한민국 경상북도 포항시 남구 호미곶면,2016-01-10,Chaetomorpha moniligera,동해남부
126.567780,대한민국,길쭉둥근울타리갯지렁이,Sabellida > Sabellariidae > Sabellaria > Sabellaria ishikawai,37.366386,대한민국 인천광역시 중구,2015-02-01,Sabellaria ishikawai,서해
126.599724,대한민국,홈울타리갯지렁이,Sabellida > Sabellariidae > Lygdamis > Lygdamis giardi,37.318054,대한민국 인천광역시 연수구,2014-11-01,Lygdamis giardi,서해
126.737419,대한민국,줄새우아재비,Pleocyemata > Caridea > Palaemonoidea > Palaemonidae > Palaemon > Palaemon serrifer,36.001957,대한민국 전라북도 군산시 금강하구둑,2021-03-16,Palaemon serrifer,서해
126.347244,대한민국,밀새우,Pleocyemata > Caridea > Palaemonoidea > Palaemonidae > Palaemon > Palaemon carinicauda,35.154564,대한민국 전라남도 무안군 해제면 도리포항,2021-03-18,Palaemon carinicauda,서해
127.507225,대한민국,,Rossellomorea vietnamensis,34.073608,대한민국 남해,2003-07-20,Rossellomorea vietnamensis,남해서부
126.361076,대한민국,민구더기갯지렁이,Scalibregmatidae > Hyboscolex > Hyboscolex pacificus borealis,36.406651,대한민국 충청남도 보령시 오천면,2008-09-01,Hyboscolex pacificus borealis,서해
126.601166,대한민국,,Ploettnerulaceae > Cadophora > Cadophora luteo-olivacea,35.593082,대한민국 전라북도 부안군 진서면,2014-03-15,Cadophora luteo-olivacea,서해
127.507225,대한민국,,Staphylococcus warneri,34.073608,대한민국 남해,2002-07-20,Staphylococcus warneri,남해서부
126.505058,대한민국,숨은이끼벌레,Gymnolaemata > Cheilostomatida > Cryptosulidae > Cryptosula > Cryptosula pallasiana,36.129276,대한민국 충청남도 서천군 서면,2021-04-13,Cryptosula pallasiana,서해
127.507225,대한민국,,Pseudomonadota > Gammaproteobacteria > Alteromonadales > Pseudoalteromonadaceae > Pseudoalteromonas > Pseudoalteromonas shioyasakiensis,34.073608,대한민국 남해,2003-06-20,Pseudoalteromonas shioyasakiensis,남해서부
127.507225,대한민국,,Vibrionales > Vibrionaceae > Vibrio > Vibrio alginolyticus,34.073608,대한민국 남해,2003-07-22,Vibrio alginolyticus,남해서부
126.389351,대한민국,새조개,Mollusca > Bivalvia > Cardiida > Cardiidae > Fulvia > Fulvia mutica,36.544811,대한민국 충청남도 홍성군 서부면,2021-04-08,Fulvia mutica,서해
127.507225,대한민국,,Vibrionales > Vibrionaceae > Vibrio > Vibrio alginolyticus,34.073608,대한민국 남해,2003-07-20,Vibrio alginolyticus,남해서부
126.433052,대한민국,알통게붙이,Porcellanidae > Pisidia > Pisidia serratifrons,36.360832,대한민국 충청남도 보령시 오천면 원산도해수욕장,2021-05-10,Pisidia serratifrons,서해
126.433052,대한민국,납작게,Varunidae > Gaetice > Gaetice depressus,36.360832,대한민국 충청남도 보령시 오천면 원산도해수욕장,2021-05-10,Gaetice depressus,서해
126.468742,대한민국,꽃부채게,Xanthoidea > Xanthidae > Xanthinae > Macromedaeus > Macromedaeus distinguendus,35.628166,대한민국 전라북도 부안군 백산면 격포해수욕장,2021-03-16,Macromedaeus distinguendus,서해
